,title,description,date,channel,num_tags,duration,viewcount,likecount,dislikecount,commentcount,topics
14,Changes to the PSLE scoring and S1 posting (Chinese subtitles),"The new PSLE scoring and S1 posting changes will take effect from 2021. Watch the video to learn what the changes are.

Find out more at: www.moe.gov.sg/PSLE

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-07-13T10:29:27.000Z,MOE Singapore,4,PT5M44S,11412,58,8,22,Society
15,Kids Talk with Minister: What’s stressing out our kids?,"============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-06-28T03:57:38.000Z,MOE Singapore,4,PT3M12S,6972,32,4,3,Society
16,SYF Parade of Bands,"============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-06-29T10:06:52.000Z,MOE Singapore,4,PT44S,1287,4,0,0,Music
17,Kids Talk with Minister: LOL!,"============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-06-23T05:44:11.000Z,MOE Singapore,4,PT3M47S,21438,104,14,9,Society
18,Kids Talk with Minister: Surprise Performance,"============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-06-23T05:44:29.000Z,MOE Singapore,4,PT1M58S,5440,36,5,13,None
19,SYF Behind the Scenes - Taufiq Diman,"Taufiq Diman from Crest Secondary School plays the electric guitar and loves writing music. For this year's Singapore Youth Festival Arts Presentation, the school's band instructor decided to use his composition for the performance.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-06-15T06:16:00.000Z,MOE Singapore,4,PT1M31S,1218,6,2,1,Music
20,Is University the Right Choice for You?,"============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-06-08T07:27:20.000Z,MOE Singapore,4,PT2M56S,1450,5,2,0,None
21,Should My Kid Go to University?,"============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-06-08T07:27:16.000Z,MOE Singapore,4,PT2M36S,1775,5,3,0,None
22,Dialling Back An Excessive Focus on Academics,"There is a need to free up time from academics, for other dimensions that are also important for children's development, says Acting Minister for Education Ng Chee Meng. More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T13:32:57.000Z,MOE Singapore,4,PT49S,558,2,0,0,Society;Politics
23,Direct School Admission System to Undergo Review,"The Direct School Admission system will be expanded to more secondary schools and it will better recognise talents and achievements, says Acting Minister for Education Ng Chee Meng. More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:38:27.000Z,MOE Singapore,7,PT1M27S,634,0,0,0,Society;Politics
24,Children with Special Education Needs,"Budget 2016: Minister of State Dr. Janil Puthucheary speaking on giving more support for children with special educational needs. Programmes such as School-based Dyslexia Remediation Programme and School-to-Work Transition Programme will be made available to more schools. More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:38:55.000Z,MOE Singapore,9,PT1M38S,415,1,0,0,Society
25,Better Exposure to Industry,"Budget 2016: Parliamentary Secretary Ms. Low Yen Ling speaking on helping our students gain exposure to the industries to help them better understand their interests and make better education pathways choices. More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:39:16.000Z,MOE Singapore,8,PT1M7S,471,1,0,2,Society
26,Private Education Institutions,"Budget 2016: Private Education Institutions can offer industry-relevant training for continual skills upgrading and support manpower needs, says Parliamentary Secretary Dr. Muhammad Faishal. More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:39:34.000Z,MOE Singapore,11,PT51S,101,0,0,0,Society;Politics
27,Expanding Opportunities to Pursue Interests,"Budget 2016: Arts Education cultivates creative, imaginary, multiple perspectives and innovation. Lead by Parl Sec Muhammad Faishal, MOE plans to study the Creative Arts Tertiary Education Sector to improve career prospects and at the same time contribute to the vibrancy and diversity of our economy and society.

More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:39:59.000Z,MOE Singapore,7,PT1M31S,206,0,0,0,Society
28,Pre-school Education,"Budget 2016: Minister of State Dr. Janil Puthucheary speaking on the importance of Pre-school education and what MOE is doing to improve early childhood education. More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:40:12.000Z,MOE Singapore,9,PT1M58S,347,2,0,0,Society;Politics
29,Outdoor Education in Schools will be Enhanced,"From 2020, all Secondary 3 students will be able to attend a five-day expedition-based camp at OBS on Coney Island and Pulau Ubin. More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:40:28.000Z,MOE Singapore,6,PT1M46S,529,0,0,0,Society;Politics
30,Changes to Education Policies,"While MOE can change policies and structures, education is a personal journey for students, parents and families, says Acting Education Minister Ng Chee Meng. More information at moe.gov.sg/budget2016

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:40:44.000Z,MOE Singapore,6,PT1M24S,683,0,0,0,Society;Politics
31,Partnership with Parents & the Community,"Budget 2016: Parliamentary Secretary Dr. Muhammad Faishal speaking on the importance of partnership with parents and the community in order to help students discover themselves to make appropriate choices in education pathways. More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:41:00.000Z,MOE Singapore,8,PT1M19S,165,1,0,0,Society;Politics
32,Children with Special Education Needs,"Budget 2016: Minister of State Dr. Janil Puthucheary speaking on giving more support for children with special educational needs. Programmes such as School-based Dyslexia Remediation Programme and School-to-Work Transition Programme will be made available to more schools. More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:41:13.000Z,MOE Singapore,4,PT1M38S,126,2,0,0,Society
33,Changes to PSLE Scoring System from 2021,"The PSLE T-score system will be replaced with one that has wider scoring bands, similar to the O- and A-Levels, says Acting Minister for Education Ng Chee Meng. More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:41:25.000Z,MOE Singapore,7,PT1M17S,1555,7,0,0,Society
34,"More to Enter Polytechnics, Universities Through Aptitude-based Assessment","The percentage of aptitude-based admissions for polytechnics and autonomous universities will be increased, and there will be a new aptitude-based admissions exercise for ITE graduates applying for polytechnic courses. More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:43:20.000Z,MOE Singapore,6,PT2M35S,442,0,0,0,Society
35,SkillsFuture Earn and Learn Programme Expanded,"The SkillsFuture Earn and Learn work-study programme (ELP) will be expanded to 10 more sectors, and a new pathway will be introduced to ITE graduates. More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:44:45.000Z,MOE Singapore,7,PT1M28S,382,1,0,0,Society
36,Autonomous Universities to Offer Continuing Education Programmes,"All five autonomous universities in Singapore will set up new units offering bite-sized certificate programmes for workers. More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:45:55.000Z,MOE Singapore,6,PT1M54S,174,0,0,0,Society
37,More Courses to be Eligible for SkillsFuture Credit,"The number of courses eligible for SkillsFuture Credit will be expanded over time. More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:46:10.000Z,MOE Singapore,5,PT59S,273,1,0,0,Society
38,Holistic Education,"MOE's vision of higher performance would place more emphasis on non-academic aspects of learning, and broaden the way students' aptitudes are assessed, says Acting Minister for Education Ong Ye Kung. More information at moe.gov.sg/budget2016. 

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:46:26.000Z,MOE Singapore,6,PT1M17S,705,4,0,0,Society
39,Better Education and Career Guidance (ECG),"Budget 2016: Parliamentary Secretary Ms. Low Yen Ling speaking on MOE's efforts to better Education and Career Guidance (ECG) for our students. 

More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:46:50.000Z,MOE Singapore,6,PT54S,564,0,0,0,Society
40,Support for Children from Less Privileged Backgrounds,"Budget 2016: Minister of State Dr. Janil Puthucheary speaking on support for students, especially those from a less-privileged background. One such example is the establishment of school-based Student Care Centres (SCCs), which will be increased with all primary schools having SCCs by 2020. More information at moe.gov.sg/budget2016.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T09:47:07.000Z,MOE Singapore,8,PT50S,228,0,0,0,Society;Politics
41,SkillsFuture: What is skills to you?,"============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2017-02-09T01:43:04.000Z,MOE Singapore,4,PT1M34S,232,1,0,0,None
42,Developing Resilient Youths Through Outdoor Education,"Outdoor Adventure Education (OAE) provides rich learning experiences for building resilience, ruggedness and tenacity in our young outside the classroom.

Going forward, MOE will enhance the cohort camp experiences for all students as part of our National Outdoor Adventure Masterplan.

Over the next few years, MOE will progressively: 

• Provide more camp places and give a significant boost to the facilities at our MOE Outdoor Adventure Learning Centres 

• Offer new camp programmes

• Raise the competencies of staff running the camps

MOE will also work closely with an Advisory panel to ensure safe provision and management of quality outdoor adventure learning programmes, both locally and overseas. 

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-11T07:51:54.000Z,MOE Singapore,12,PT2M3S,5066,14,0,0,Lifestyle_(sociology)
43,Education and Career Guidance,"Education and Career Guidance (ECG) is about equipping students as well as adults with the necessary knowledge, skills and values to make informed education and career decisions.

Through ECG, students and adults will be encouraged to learn more about their own interests, abilities and passions. By exploring the learning or education pathways and career opportunities available across different industries, you can take positive steps towards realising your aspirations, as well as embrace learning throughout your life.

Find out more at www.skillsfuture.sg/ecg

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-08T07:34:46.000Z,MOE Singapore,4,PT1M30S,27569,72,3,6,Society
44,Greendale Secondary School: Outdoor and Adventure Education LLP,"At Greendale Secondary School, Outdoor and Adventure Education (OAE) is an integrated approach to learning and development. Abstract character attributes and specific skillsets are nurtured through concrete experiences. They believe in ‘Learning by Doing’.

Furthermore, Outdoor & Adventure activities can be among the  most memorable experiences for students of their school days  and strengthen social and racial mixing which will contribute towards improved  community spirit and racial harmony .

Find out more at the school's website!
============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-05-06T02:52:44.000Z,MOE Singapore,4,PT1M45S,3350,5,3,3,Society
45,"""Ask Minister Ong...""","============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-04-20T03:33:31.000Z,MOE Singapore,4,PT1M22S,409,1,1,1,Society;Politics
46,NSG 2016 Teaser,"This video features highlights of the National School Games (NSG) 2016 Opening Ceremony. The NSG, which runs from 6 January 2016 to 31 August 2016, is the largest and most extensive annual youth sports event in Singapore. The NSG provides students with the opportunities to compete, interact and develop character and values through real-world and authentic experiences. Students learn life lessons, cultivate positive attitudes, and develop important values such as team work and sportsmanship through the training programmes and the competition experiences. 

The number of students participating in the games today has increased by nearly three-fold since its inception 30 years ago, from 20,000 student-athletes (4% of the student population) in 1986 to an estimated 55,000 students (12% of the student population) across 29 sports this year.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-03-29T09:52:18.000Z,MOE Singapore,4,PT1M53S,449,1,0,0,Society
47,NSG 2016 Oath Taking Ceremony,"This video features the Oath-Taking Ceremony for the National School Games (NSG) 2016 Opening Ceremony, which marked the start of the annual inter-school games. This includes the Athletes’ Oath, Coaches’ Oath and Officials’ Oath being recited by outstanding student athletes represented by each NSG sport, Soccer coach Mr Steven Tan and Taekwondo official Mr Leon Koh respectively.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-03-29T09:52:28.000Z,MOE Singapore,4,PT3M40S,1726,5,1,0,Society;Television_program
48,NSG 2016 MOS Opening Address,"This video features the opening address for the National School Games (NSG) 2016 Opening Ceremony delivered by Dr Janil Puthucheary, Minister of State, Ministry of Education and Ministry of Communications and Information, which marked the start of the annual inter-school games.

Key points of the opening address includes the significance of holding the Opening Ceremony at the Sports Hub, additional opportunities for student-athletes to participate in sports, more opportunities to develop character through sports as well as the schools, parents and the community creating opportunities together for student-athletes to be developed holistically as a person, and in the process reach their fullest potential.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-03-29T09:52:24.000Z,MOE Singapore,4,PT9M49S,135,0,0,1,Society
49,Creating Jobs for the Future,"Finnish education expert Pasi Sahlberg draws on the similarities between the renowned education systems of Singapore and Finland to advise parents to listen to their children’s ideas, however strange, when helping them make important life choices. 

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-03-01T03:16:48.000Z,MOE Singapore,4,PT1M44S,1513,8,1,0,Society
0,Cultivating Good Habits for Life,"In this video, our Acting Minister for Education, Mr Ng Chee Meng joins students of Xingnan primary school as they clean up after a school day. 

By the end of 2016, students in all schools will be involved in the daily cleaning of their school environment. Through this, we hope to inculcate in students a sense of responsibility and good life habits. 

Character development is most effective when there is partnership between home, school and the community. The Character and Citizenship Education (CCE) curriculum provides opportunities for parents to reinforce their children’s learning and values nurtured in schools. 

Through CCE Family Time activities, parents and children can decide, plan and carry out children’s contributions to the home. This includes cleaning tasks like making their beds, washing dishes or helping to clean the house.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-02-27T06:21:52.000Z,MOE Singapore,4,PT1M33S,9509,33,9,3,Society
1,MOE Commercial - Why?,"One teacher can change your perspective. Many teachers can change your life. Discover the impact of Teck’s teachers on the different stages of his life — where curiosity was encouraged, perceived norms were challenged, and individuality, embraced. 

If you think you can be that difference, join us. Visit moe.gov.sg/careers

#ItAllBeginsWithATeacher 

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►LinkedIn: https://www.linkedin.com/company/ministry-of-education-singapore
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-02-23T10:04:01.000Z,MOE Singapore,16,PT2M1S,129119,239,15,None,Film;Television_program
2,MOE Commercial -Why?,"One teacher can change your perspective. Many teachers can change your life. Discover the impact of Teck’s teachers on the different stages of his life — where curiosity was encouraged, perceived norms were challenged, and individuality, embraced. 

If you think you can be that difference, join us. Visit moe.gov.sg/careers

#ItAllBeginsWithATeacher 
============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►LinkedIn: https://www.linkedin.com/company/ministry-of-education-singapore
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-02-23T09:59:29.000Z,MOE Singapore,17,PT3M1S,23016,157,3,None,Television_program;Society
3,"PE Makes You Happier, Healthier & Smarter!","PE not only keeps kids healthy, it’s been proved that PE makes helps kids learn better.  It even stimulates the brain to grow new brain cells.

Melanie Martens, principal of PESTA, shares how our PE classes are maximising our kids’ potential right from P1. Time to move it, move it!

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-02-26T05:30:36.000Z,MOE Singapore,4,PT2M42S,5748,31,7,7,Society
4,First Day Of School @ Ahmad Ibrahim Primary,"All parents of Primary 1 students entering primary schools this year onward will receive a copy of MOE’s parent-child activity book. The book, containing tips and activities, aims to encourage parent and child conversations to help students and their parents transit from pre-school to primary school.
 
We hope that our P1 students are settling in the new school environment, having fun with new friends and enjoying the MOE parent-child activity book together with their parents! #firstdayofschool",2016-01-06T10:56:50.000Z,MOE Singapore,9,PT1M18S,12054,42,2,24,Society
5,Season's Greetings,"============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2015-12-28T07:52:07.000Z,MOE Singapore,4,PT21S,568,4,1,0,Music
6,7th ASEAN Schools - Games Highlights,"Check out the exciting highlights from the 7th ASEAN Schools Games!

97 student-athletes from 30 schools represented Singapore Schools at the 7th ASEAN School Games (ASG) in Bandar Seri Begawan, Brunei Darussalam, from 21 to 29 November 2015.

This year, over 900 student-athletes from eight ASEAN nations took part in the ASG. Singapore participated in badminton, golf, netball, sepak takraw, swimming, and track and field.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2015-11-30T10:12:09.000Z,MOE Singapore,6,PT1M21S,4278,5,0,0,Sport
7,7th ASEAN Schools Games - Netball Highlights,"The 7th ASEAN Schools Games Netball Finals between Team ‪#‎SGSchools‬ and Malaysia was fast-paced, intense and thrilling.

They came in second and bagged the silver medal!

97 student-athletes from 30 schools represented Singapore Schools at the 7th ASEAN School Games (ASG) in Bandar Seri Begawan, Brunei Darussalam, from 21 to 29 November 2015.

This year, over 900 student-athletes from eight ASEAN nations took part in the ASG. Singapore participated in badminton, golf, netball, sepak takraw, swimming, and track and field.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2015-12-03T02:48:39.000Z,MOE Singapore,4,PT55S,5255,11,0,0,Basketball;Sport
8,7th ASEAN Schools Games - Sepaktakraw Highlights,"Check out exciting highlights of the Sepaktakraw match between Team ‪#‎SGSchools‬ and Indonesia at the 7th ASEAN Schools Games in Brunei Darussalam.

97 student-athletes from 30 schools represented Singapore Schools at the 7th ASEAN School Games (ASG) in Bandar Seri Begawan, Brunei Darussalam, from 21 to 29 November 2015.

This year, over 900 student-athletes from eight ASEAN nations took part in the ASG. Singapore participated in badminton, golf, netball, sepak takraw, swimming, and track and field.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2015-11-25T15:35:40.000Z,MOE Singapore,4,PT52S,14635,28,2,0,Sport;Volleyball
9,What Do You Want to Be?,"Do you often hear the question, ""What do you want to be when you grow up?""

Choosing the education or career path is one of the most important yet a difficult decision to make. Talk to your parents, teachers and your school's education career guidance (ECG) counsellors for advice on your education and career aspirations.

‪#‎SkillsFuture‬

www.skillsfuture.sg

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2016-03-21T05:55:54.000Z,MOE Singapore,11,PT1M30S,9291,23,1,5,None
10,PERI Holistic Assessment: Parent-Child-Teacher Conferencing in Primary 1 @ Haig Girls’ School,"As part of Primary Education Review and Implementation (PERI) Holistic Assessment implementation in primary schools, parents are provided with a fuller picture of their child’s holistic development, progress and learning throughout the year. In Haig Girls’ School, students are involved in communicating their own learning to their parents and teachers during the Parent-Child-Teacher Conferencing (PCTC). Check out how our Primary 1 students share their learning experiences, and what parents have to say about the PCTC experience.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2015-11-19T02:31:50.000Z,MOE Singapore,4,PT1M54S,2381,5,3,0,Television_program;Society
